Gene	VIC-019-CL	VIC-025-CL	VIC-017-CL	VIC-041-CL	VIC-034-CL	VIC-020-CL	VIC-026-CL
TSPYL5	1.39974435910685	2.104835690953011	12.290529808219864	3.372488728069471	1.9991429801401173	10.778634598674335	2.6835651531468288
TSPYL6	0.0053345676831374	0.0	0.0051259072823255	0.0776599604447287	0.0	0.0	0.0
TSR1	24.72406603683477	16.51046678655917	13.148858570675008	14.582977519340544	9.346283255385163	22.730368015335856	18.14034420000411
TSR2	61.60625322704578	31.23070910987309	53.66170141737587	39.9784583452426	25.34951780059113	49.95431877482786	50.98787291835005
TSR3	104.36722058683488	36.57127005560175	71.52140457388109	46.14427826843495	52.45937030930727	43.072421376888656	59.62734070927282
TSSC1	38.11828484964021	28.892398498675927	20.22147332746631	21.577598958833143	18.02406631779252	32.33218941696167	27.404769316741625
TSSC4	53.85381683569943	26.389693949176483	33.76755676901873	38.53152616921973	31.267784029415164	31.91846353833236	33.841312419830444
TSSK1B	0.020265163909487	0.0376158924688381	0.0	0.0	0.0	0.0	0.0318069367389529
TSSK2	0.3541419783260231	0.0	0.0	0.2217499390364641	0.0864345433537021	0.0	0.0850883350797338
TSSK3	0.63506496122637	2.1266353067748835	0.3843086434666569	2.605968484173776	0.8777774504634259	4.84060132769711	1.3703476877623666
TSSK4	0.5369539723455898	0.2384367473580313	0.2120136997506561	0.1463688306306555	0.2226874238648352	0.4396760227201086	0.1676001667946413
TSSK6	1.467362105784229	0.5686560860774874	1.1995115200462536	0.6830524801707019	0.4806058202779394	0.3704413180298744	1.4418023183884414
TST	50.7479299069777	9.083075528768344	33.29851251810052	7.902775631747438	10.176285394853574	9.69244486858882	10.376209810149597
TSTA3	97.50726450194117	57.36613744507658	138.6884158063113	73.17653826019665	54.3659853264855	52.52351514116477	56.03989324489603
TSTD1	242.28904643067344	68.11246847215297	350.2729766147382	101.62944515458892	77.22335414112736	127.60788118631912	78.26980874675661
TSTD2	7.159694421644442	7.2588064123329135	5.2962298557055965	8.568317952661348	6.009203957518063	11.808927974820294	8.599046227967989
TTBK1	0.0345761013597726	0.0385423761412677	0.0872042078479745	0.1195092410684601	0.0082408731773556	0.0942111841442425	0.4255091796788209
TTBK2	1.277060504892185	3.3931671162284176	1.622058369845676	4.305449647088331	1.46507311960179	2.237707461779479	2.8407907221335305
TTC1	49.3074956119736	30.06760302519976	38.08438518962554	45.60014105400193	52.75450443630521	48.7162571766044	53.708565425580254
